TID: 00878a19fa7f0000, SID: 0, DID: 0, CID: 0, time stamp: 84, AID: 0, The ship created
TID: 00077e00fa7f0000, SID: 42, DID: 0, CID: 0, time stamp: 108195, AID: 1, The ship requested permission to dock
TID: 00077e00fa7f0000, SID: 42, DID: 0, CID: 0, time stamp: 108200, AID: 2, The ship docked
TID: 00077e00fa7f0000, SID: 42, DID: 0, CID: 0, time stamp: 108203, AID: 3, The ship requested permission to unload its cargo
TID: 00077e00fa7f0000, SID: 42, DID: 0, CID: 180, time stamp: 108206, AID: 4, The ship unloading its cargo
TID: 0057fdfaf97f0000, SID: 53, DID: 2, CID: 0, time stamp: 108232, AID: 1, The ship requested permission to dock
TID: 0057fdfaf97f0000, SID: 53, DID: 2, CID: 0, time stamp: 108240, AID: 2, The ship docked
TID: 00b7fcf5f97f0000, SID: 63, DID: 0, CID: 0, time stamp: 108233, AID: 8, The ship destroyed
TID: 0057fdfaf97f0000, SID: 53, DID: 2, CID: 0, time stamp: 108243, AID: 3, The ship requested permission to unload its cargo
TID: 0057fdfaf97f0000, SID: 53, DID: 2, CID: 925, time stamp: 108277, AID: 4, The ship unloading its cargo
TID: 00677e03fa7f0000, SID: 36, DID: 0, CID: 632, time stamp: 108375, AID: 4, The ship unloading its cargo
TID: 00e77beff97f0000, SID: 76, DID: 3, CID: 200, time stamp: 108606, AID: 4, The ship unloading its cargo
TID: 0097fcf4f97f0000, SID: 65, DID: 2, CID: 119, time stamp: 108693, AID: 4, The ship unloading its cargo
TID: 00077cf0f97f0000, SID: 74, DID: 1, CID: 618, time stamp: 108890, AID: 4, The ship unloading its cargo
TID: 0037fe01fa7f0000, SID: 39, DID: 4, CID: 0, time stamp: 108906, AID: 5, The ship requested permission to load cargo from the dock
TID: 00570a18fa7f0000, SID: 3, DID: 2, CID: 660, time stamp: 109080, AID: 4, The ship unloading its cargo
TID: 0097fe04fa7f0000, SID: 33, DID: 1, CID: 923, time stamp: 109483, AID: 4, The ship unloading its cargo
TID: 00b7ff0dfa7f0000, SID: 15, DID: 0, CID: 425, time stamp: 109503, AID: 4, The ship unloading its cargo
TID: 00677f0bfa7f0000, SID: 20, DID: 2, CID: 448, time stamp: 109636, AID: 4, The ship unloading its cargo
TID: 00e77ae7f97f0000, SID: 92, DID: 2, CID: 684, time stamp: 109657, AID: 4, The ship unloading its cargo
TID: 00277e01fa7f0000, SID: 40, DID: 4, CID: 139, time stamp: 109860, AID: 4, The ship unloading its cargo
TID: 00078a15fa7f0000, SID: 9, DID: 3, CID: 465, time stamp: 110135, AID: 4, The ship unloading its cargo
TID: 0097fdfcf97f0000, SID: 49, DID: 3, CID: 613, time stamp: 110155, AID: 4, The ship unloading its cargo
TID: 00a77cf5f97f0000, SID: 64, DID: 3, CID: 860, time stamp: 110197, AID: 4, The ship unloading its cargo
TID: 00077e00fa7f0000, SID: 42, DID: 0, CID: 304, time stamp: 110271, AID: 4, The ship unloading its cargo
TID: 0057fdfaf97f0000, SID: 53, DID: 2, CID: 0, time stamp: 110337, AID: 5, The ship requested permission to load cargo from the dock
TID: 00677e03fa7f0000, SID: 36, DID: 0, CID: 0, time stamp: 110435, AID: 5, The ship requested permission to load cargo from the dock
TID: 00277f09fa7f0000, SID: 24, DID: 2, CID: 0, time stamp: 110489, AID: 1, The ship requested permission to dock
TID: 00277f09fa7f0000, SID: 24, DID: 2, CID: 0, time stamp: 110496, AID: 2, The ship docked
TID: 00277f09fa7f0000, SID: 24, DID: 2, CID: 0, time stamp: 110499, AID: 3, The ship requested permission to unload its cargo
TID: 00277f09fa7f0000, SID: 24, DID: 2, CID: 69, time stamp: 110502, AID: 4, The ship unloading its cargo
TID: 00e77beff97f0000, SID: 76, DID: 0, CID: 0, time stamp: 110678, AID: 8, The ship destroyed
TID: 0037fcf1f97f0000, SID: 71, DID: 4, CID: 0, time stamp: 110708, AID: 1, The ship requested permission to dock
TID: 0037fcf1f97f0000, SID: 71, DID: 4, CID: 0, time stamp: 110715, AID: 2, The ship docked
TID: 0037fcf1f97f0000, SID: 71, DID: 4, CID: 0, time stamp: 110718, AID: 5, The ship requested permission to load cargo from the dock
TID: 0097fcf4f97f0000, SID: 65, DID: 2, CID: 232, time stamp: 110759, AID: 4, The ship unloading its cargo
TID: 00077cf0f97f0000, SID: 74, DID: 1, CID: 744, time stamp: 110958, AID: 4, The ship unloading its cargo
TID: 00570a18fa7f0000, SID: 3, DID: 2, CID: 739, time stamp: 111155, AID: 4, The ship unloading its cargo
TID: 0057fbeaf97f0000, SID: 85, DID: 4, CID: 0, time stamp: 111550, AID: 1, The ship requested permission to dock
TID: 0057fbeaf97f0000, SID: 85, DID: 4, CID: 0, time stamp: 111560, AID: 2, The ship docked
TID: 0057fbeaf97f0000, SID: 85, DID: 4, CID: 0, time stamp: 111563, AID: 3, The ship requested permission to unload its cargo
TID: 0057fbeaf97f0000, SID: 85, DID: 4, CID: 37, time stamp: 111566, AID: 4, The ship unloading its cargo
TID: 0097fe04fa7f0000, SID: 33, DID: 1, CID: 978, time stamp: 111550, AID: 4, The ship unloading its cargo
TID: 00b7ff0dfa7f0000, SID: 15, DID: 0, CID: 866, time stamp: 111585, AID: 4, The ship unloading its cargo
TID: 00677f0bfa7f0000, SID: 20, DID: 2, CID: 507, time stamp: 111700, AID: 4, The ship unloading its cargo
TID: 00e77ae7f97f0000, SID: 92, DID: 2, CID: 698, time stamp: 111734, AID: 4, The ship unloading its cargo
TID: 00277e01fa7f0000, SID: 40, DID: 4, CID: 210, time stamp: 111938, AID: 4, The ship unloading its cargo
TID: 0057fe02fa7f0000, SID: 37, DID: 0, CID: 0, time stamp: 112127, AID: 1, The ship requested permission to dock
TID: 0057fe02fa7f0000, SID: 37, DID: 0, CID: 0, time stamp: 112134, AID: 2, The ship docked
TID: 0057fe02fa7f0000, SID: 37, DID: 0, CID: 0, time stamp: 112137, AID: 3, The ship requested permission to unload its cargo
TID: 0057fe02fa7f0000, SID: 37, DID: 0, CID: 68, time stamp: 112140, AID: 4, The ship unloading its cargo
TID: 00078a15fa7f0000, SID: 9, DID: 0, CID: 0, time stamp: 112200, AID: 8, The ship destroyed
TID: 0097fdfcf97f0000, SID: 49, DID: 3, CID: 673, time stamp: 112236, AID: 4, The ship unloading its cargo
TID: 00a77cf5f97f0000, SID: 64, DID: 3, CID: 984, time stamp: 112263, AID: 4, The ship unloading its cargo
TID: 00077e00fa7f0000, SID: 42, DID: 0, CID: 467, time stamp: 112322, AID: 4, The ship unloading its cargo
TID: 00277f09fa7f0000, SID: 24, DID: 2, CID: 172, time stamp: 112567, AID: 4, The ship unloading its cargo
TID: 0097fcf4f97f0000, SID: 65, DID: 2, CID: 270, time stamp: 112821, AID: 4, The ship unloading its cargo
TID: 00077cf0f97f0000, SID: 74, DID: 1, CID: 989, time stamp: 113028, AID: 4, The ship unloading its cargo
TID: 00570a18fa7f0000, SID: 3, DID: 2, CID: 828, time stamp: 113224, AID: 4, The ship unloading its cargo
TID: 0057fbeaf97f0000, SID: 85, DID: 4, CID: 152, time stamp: 113636, AID: 4, The ship unloading its cargo
TID: 00b7ff0dfa7f0000, SID: 15, DID: 0, CID: 0, time stamp: 113660, AID: 5, The ship requested permission to load cargo from the dock
TID: 0097fe04fa7f0000, SID: 33, DID: 1, CID: 0, time stamp: 113696, AID: 5, The ship requested permission to load cargo from the dock
TID: 00e77ae7f97f0000, SID: 92, DID: 2, CID: 702, time stamp: 113812, AID: 4, The ship unloading its cargo
TID: 00677f0bfa7f0000, SID: 20, DID: 2, CID: 547, time stamp: 113845, AID: 4, The ship unloading its cargo
TID: 00277e01fa7f0000, SID: 40, DID: 4, CID: 350, time stamp: 114016, AID: 4, The ship unloading its cargo
TID: 0057fe02fa7f0000, SID: 37, DID: 0, CID: 111, time stamp: 114200, AID: 4, The ship unloading its cargo
TID: 0097fdfcf97f0000, SID: 49, DID: 3, CID: 743, time stamp: 114297, AID: 4, The ship unloading its cargo
TID: 0017fbe8f97f0000, SID: 89, DID: 4, CID: 0, time stamp: 114300, AID: 1, The ship requested permission to dock
TID: 0017fbe8f97f0000, SID: 89, DID: 4, CID: 0, time stamp: 114324, AID: 2, The ship docked
TID: 0017fbe8f97f0000, SID: 89, DID: 4, CID: 0, time stamp: 114335, AID: 3, The ship requested permission to unload its cargo
TID: 0017fbe8f97f0000, SID: 89, DID: 4, CID: 14, time stamp: 114345, AID: 4, The ship unloading its cargo
TID: 00a77cf5f97f0000, SID: 64, DID: 3, CID: 0, time stamp: 114324, AID: 5, The ship requested permission to load cargo from the dock
TID: 00077e00fa7f0000, SID: 42, DID: 0, CID: 512, time stamp: 114382, AID: 4, The ship unloading its cargo
TID: 00277f09fa7f0000, SID: 24, DID: 2, CID: 333, time stamp: 114646, AID: 4, The ship unloading its cargo
TID: 0097fcf4f97f0000, SID: 65, DID: 2, CID: 433, time stamp: 114898, AID: 4, The ship unloading its cargo
TID: 00077cf0f97f0000, SID: 74, DID: 1, CID: 0, time stamp: 115122, AID: 5, The ship requested permission to load cargo from the dock
TID: 00077cf0f97f0000, SID: 74, DID: 1, CID: 0, time stamp: 115146, AID: 7, The ship leaved the dock
TID: 00677cf3f97f0000, SID: 68, DID: 1, CID: 0, time stamp: 115162, AID: 7, The ship leaved the dock
TID: 0057ff0afa7f0000, SID: 21, DID: 1, CID: 0, time stamp: 115175, AID: 7, The ship leaved the dock
TID: 0097fe04fa7f0000, SID: 33, DID: 1, CID: 0, time stamp: 115162, AID: 7, The ship leaved the dock
TID: 00477e02fa7f0000, SID: 38, DID: 2, CID: 0, time stamp: 115246, AID: 7, The ship leaved the dock
TID: 00c77cf6f97f0000, SID: 62, DID: 4, CID: 0, time stamp: 115248, AID: 1, The ship requested permission to dock
TID: 00c77cf6f97f0000, SID: 62, DID: 4, CID: 0, time stamp: 115267, AID: 2, The ship docked
TID: 00c77cf6f97f0000, SID: 62, DID: 4, CID: 0, time stamp: 115299, AID: 5, The ship requested permission to load cargo from the dock
TID: 00570a18fa7f0000, SID: 3, DID: 0, CID: 0, time stamp: 115289, AID: 8, The ship destroyed
TID: 00f7fae7f97f0000, SID: 91, DID: 0, CID: 0, time stamp: 115502, AID: 1, The ship requested permission to dock
TID: 00f7fae7f97f0000, SID: 91, DID: 0, CID: 0, time stamp: 115509, AID: 2, The ship docked
TID: 00f7fae7f97f0000, SID: 91, DID: 0, CID: 0, time stamp: 115512, AID: 3, The ship requested permission to unload its cargo
TID: 00f7fae7f97f0000, SID: 91, DID: 0, CID: 77, time stamp: 115515, AID: 4, The ship unloading its cargo
TID: 0057fbeaf97f0000, SID: 85, DID: 4, CID: 272, time stamp: 115713, AID: 4, The ship unloading its cargo
TID: 00e77ae7f97f0000, SID: 92, DID: 2, CID: 704, time stamp: 115880, AID: 4, The ship unloading its cargo
TID: 00677f0bfa7f0000, SID: 20, DID: 2, CID: 614, time stamp: 115881, AID: 4, The ship unloading its cargo
TID: 00277e01fa7f0000, SID: 40, DID: 4, CID: 585, time stamp: 116087, AID: 4, The ship unloading its cargo
TID: 0057fe02fa7f0000, SID: 37, DID: 0, CID: 227, time stamp: 116263, AID: 4, The ship unloading its cargo
TID: 00c77dfef97f0000, SID: 46, DID: 2, CID: 0, time stamp: 116302, AID: 7, The ship leaved the dock
TID: 0097fdfcf97f0000, SID: 49, DID: 3, CID: 847, time stamp: 116366, AID: 4, The ship unloading its cargo
TID: 0017fbe8f97f0000, SID: 89, DID: 4, CID: 289, time stamp: 116412, AID: 4, The ship unloading its cargo
TID: 00077e00fa7f0000, SID: 42, DID: 0, CID: 568, time stamp: 116442, AID: 4, The ship unloading its cargo
TID: 00277f09fa7f0000, SID: 24, DID: 2, CID: 0, time stamp: 116714, AID: 5, The ship requested permission to load cargo from the dock
TID: 0097fcf4f97f0000, SID: 65, DID: 2, CID: 0, time stamp: 116968, AID: 5, The ship requested permission to load cargo from the dock
TID: 00f7fae7f97f0000, SID: 91, DID: 0, CID: 149, time stamp: 117575, AID: 4, The ship unloading its cargo
TID: 0057fbeaf97f0000, SID: 85, DID: 4, CID: 331, time stamp: 117779, AID: 4, The ship unloading its cargo
TID: 00e77ae7f97f0000, SID: 92, DID: 2, CID: 716, time stamp: 117946, AID: 4, The ship unloading its cargo
TID: 00677f0bfa7f0000, SID: 20, DID: 2, CID: 712, time stamp: 117959, AID: 4, The ship unloading its cargo
TID: 00277e01fa7f0000, SID: 40, DID: 4, CID: 0, time stamp: 118159, AID: 5, The ship requested permission to load cargo from the dock
TID: 00678a18fa7f0000, SID: 2, DID: 3, CID: 0, time stamp: 118160, AID: 7, The ship leaved the dock
TID: 00477beaf97f0000, SID: 86, DID: 2, CID: 0, time stamp: 118194, AID: 7, The ship leaved the dock
TID: 00677dfbf97f0000, SID: 52, DID: 4, CID: 0, time stamp: 118216, AID: 1, The ship requested permission to dock
TID: 00677dfbf97f0000, SID: 52, DID: 4, CID: 0, time stamp: 118222, AID: 2, The ship docked
TID: 00677dfbf97f0000, SID: 52, DID: 4, CID: 0, time stamp: 118225, AID: 3, The ship requested permission to unload its cargo
TID: 00677dfbf97f0000, SID: 52, DID: 4, CID: 0, time stamp: 118228, AID: 4, The ship unloading its cargo
TID: 00d7fdfef97f0000, SID: 45, DID: 4, CID: 0, time stamp: 118320, AID: 1, The ship requested permission to dock
TID: 00d7fdfef97f0000, SID: 45, DID: 4, CID: 0, time stamp: 118324, AID: 2, The ship docked
TID: 00d7fdfef97f0000, SID: 45, DID: 4, CID: 0, time stamp: 118330, AID: 3, The ship requested permission to unload its cargo
TID: 00d7fdfef97f0000, SID: 45, DID: 4, CID: 133, time stamp: 118336, AID: 4, The ship unloading its cargo
TID: 0057fe02fa7f0000, SID: 37, DID: 0, CID: 284, time stamp: 118325, AID: 4, The ship unloading its cargo
TID: 0097fdfcf97f0000, SID: 49, DID: 3, CID: 921, time stamp: 118426, AID: 4, The ship unloading its cargo
TID: 0017fbe8f97f0000, SID: 89, DID: 4, CID: 341, time stamp: 118473, AID: 4, The ship unloading its cargo
TID: 00077e00fa7f0000, SID: 42, DID: 0, CID: 852, time stamp: 118503, AID: 4, The ship unloading its cargo
TID: 00278a16fa7f0000, SID: 7, DID: 3, CID: 0, time stamp: 119143, AID: 7, The ship leaved the dock
TID: 00277df9f97f0000, SID: 56, DID: 2, CID: 0, time stamp: 119187, AID: 7, The ship leaved the dock
TID: 00877e04fa7f0000, SID: 34, DID: 3, CID: 0, time stamp: 119201, AID: 7, The ship leaved the dock
TID: 0017fcf0f97f0000, SID: 73, DID: 2, CID: 0, time stamp: 119338, AID: 7, The ship leaved the dock
TID: 00f7fae7f97f0000, SID: 91, DID: 0, CID: 454, time stamp: 119636, AID: 4, The ship unloading its cargo
TID: 00e77e07fa7f0000, SID: 28, DID: 1, CID: 0, time stamp: 119650, AID: 1, The ship requested permission to dock
TID: 00e77e07fa7f0000, SID: 28, DID: 1, CID: 0, time stamp: 119657, AID: 2, The ship docked
TID: 00e77e07fa7f0000, SID: 28, DID: 1, CID: 0, time stamp: 119661, AID: 3, The ship requested permission to unload its cargo
TID: 00e77e07fa7f0000, SID: 28, DID: 1, CID: 21, time stamp: 119664, AID: 4, The ship unloading its cargo
TID: 0057fbeaf97f0000, SID: 85, DID: 4, CID: 393, time stamp: 119858, AID: 4, The ship unloading its cargo
TID: 00e77ae7f97f0000, SID: 92, DID: 2, CID: 731, time stamp: 120006, AID: 4, The ship unloading its cargo
TID: 00677f0bfa7f0000, SID: 20, DID: 2, CID: 759, time stamp: 120030, AID: 4, The ship unloading its cargo
TID: 00877cf4f97f0000, SID: 66, DID: 4, CID: 0, time stamp: 120031, AID: 1, The ship requested permission to dock
TID: 00877cf4f97f0000, SID: 66, DID: 4, CID: 0, time stamp: 120049, AID: 2, The ship docked
TID: 00877cf4f97f0000, SID: 66, DID: 4, CID: 0, time stamp: 120052, AID: 3, The ship requested permission to unload its cargo
TID: 00877cf4f97f0000, SID: 66, DID: 4, CID: 103, time stamp: 120055, AID: 4, The ship unloading its cargo
TID: 00677dfbf97f0000, SID: 52, DID: 4, CID: 143, time stamp: 120290, AID: 4, The ship unloading its cargo
TID: 00d7fdfef97f0000, SID: 45, DID: 4, CID: 204, time stamp: 120400, AID: 4, The ship unloading its cargo
TID: 0057fe02fa7f0000, SID: 37, DID: 0, CID: 313, time stamp: 120407, AID: 4, The ship unloading its cargo
TID: 00370a17fa7f0000, SID: 6, DID: 1, CID: 0, time stamp: 120414, AID: 1, The ship requested permission to dock
TID: 00370a17fa7f0000, SID: 6, DID: 1, CID: 0, time stamp: 120419, AID: 2, The ship docked
TID: 00370a17fa7f0000, SID: 6, DID: 1, CID: 0, time stamp: 120423, AID: 3, The ship requested permission to unload its cargo
TID: 00370a17fa7f0000, SID: 6, DID: 1, CID: 619, time stamp: 120426, AID: 4, The ship unloading its cargo
TID: 0097fdfcf97f0000, SID: 49, DID: 3, CID: 959, time stamp: 120487, AID: 4, The ship unloading its cargo
TID: 0017fbe8f97f0000, SID: 89, DID: 4, CID: 400, time stamp: 120539, AID: 4, The ship unloading its cargo
TID: 00077e00fa7f0000, SID: 42, DID: 0, CID: 884, time stamp: 120564, AID: 4, The ship unloading its cargo
TID: 00d7fe06fa7f0000, SID: 29, DID: 2, CID: 0, time stamp: 121024, AID: 1, The ship requested permission to dock
TID: 00d7fe06fa7f0000, SID: 29, DID: 2, CID: 0, time stamp: 121030, AID: 2, The ship docked
TID: 00d7fe06fa7f0000, SID: 29, DID: 2, CID: 0, time stamp: 121034, AID: 3, The ship requested permission to unload its cargo
TID: 00d7fe06fa7f0000, SID: 29, DID: 2, CID: 522, time stamp: 121037, AID: 4, The ship unloading its cargo
TID: 0097fe04fa7f0000, SID: 33, DID: 4, CID: 0, time stamp: 121267, AID: 1, The ship requested permission to dock
TID: 0097fe04fa7f0000, SID: 33, DID: 4, CID: 0, time stamp: 121274, AID: 2, The ship docked
TID: 0097fe04fa7f0000, SID: 33, DID: 4, CID: 0, time stamp: 121278, AID: 3, The ship requested permission to unload its cargo
TID: 0097fe04fa7f0000, SID: 33, DID: 4, CID: 46, time stamp: 121280, AID: 4, The ship unloading its cargo
TID: 00f7fae7f97f0000, SID: 91, DID: 0, CID: 595, time stamp: 121703, AID: 4, The ship unloading its cargo
TID: 00e77e07fa7f0000, SID: 28, DID: 1, CID: 65, time stamp: 121730, AID: 4, The ship unloading its cargo
TID: 0037ff09fa7f0000, SID: 23, DID: 0, CID: 0, time stamp: 121859, AID: 1, The ship requested permission to dock
TID: 0037ff09fa7f0000, SID: 23, DID: 0, CID: 0, time stamp: 121864, AID: 2, The ship docked
TID: 0037ff09fa7f0000, SID: 23, DID: 0, CID: 0, time stamp: 121867, AID: 3, The ship requested permission to unload its cargo
TID: 0037ff09fa7f0000, SID: 23, DID: 0, CID: 674, time stamp: 121890, AID: 4, The ship unloading its cargo
TID: 0057fbeaf97f0000, SID: 85, DID: 4, CID: 444, time stamp: 121926, AID: 4, The ship unloading its cargo
TID: 00e77ae7f97f0000, SID: 92, DID: 2, CID: 736, time stamp: 122074, AID: 4, The ship unloading its cargo
TID: 00677f0bfa7f0000, SID: 20, DID: 2, CID: 848, time stamp: 122102, AID: 4, The ship unloading its cargo
TID: 00877cf4f97f0000, SID: 66, DID: 4, CID: 194, time stamp: 122118, AID: 4, The ship unloading its cargo
TID: 0077fbebf97f0000, SID: 83, DID: 3, CID: 0, time stamp: 122157, AID: 1, The ship requested permission to dock
TID: 0077fbebf97f0000, SID: 83, DID: 3, CID: 0, time stamp: 122162, AID: 2, The ship docked
TID: 0077fbebf97f0000, SID: 83, DID: 3, CID: 0, time stamp: 122165, AID: 5, The ship requested permission to load cargo from the dock
TID: 00677dfbf97f0000, SID: 52, DID: 4, CID: 435, time stamp: 122321, AID: 4, The ship unloading its cargo
TID: 00d7fdfef97f0000, SID: 45, DID: 4, CID: 356, time stamp: 122465, AID: 4, The ship unloading its cargo
TID: 0057fe02fa7f0000, SID: 37, DID: 0, CID: 391, time stamp: 122473, AID: 4, The ship unloading its cargo
TID: 00370a17fa7f0000, SID: 6, DID: 1, CID: 793, time stamp: 122492, AID: 4, The ship unloading its cargo
TID: 0097fdfcf97f0000, SID: 49, DID: 3, CID: 0, time stamp: 122553, AID: 5, The ship requested permission to load cargo from the dock
TID: 00a77cf5f97f0000, SID: 64, DID: 3, CID: 0, time stamp: 122572, AID: 7, The ship leaved the dock
TID: 0097fdfcf97f0000, SID: 49, DID: 3, CID: 0, time stamp: 122578, AID: 7, The ship leaved the dock
TID: 0077fbebf97f0000, SID: 83, DID: 3, CID: 0, time stamp: 122578, AID: 7, The ship leaved the dock
TID: 0017fbe8f97f0000, SID: 89, DID: 4, CID: 456, time stamp: 122609, AID: 4, The ship unloading its cargo
TID: 00077e00fa7f0000, SID: 42, DID: 0, CID: 0, time stamp: 122626, AID: 5, The ship requested permission to load cargo from the dock
TID: 00d7fe06fa7f0000, SID: 29, DID: 2, CID: 578, time stamp: 123102, AID: 4, The ship unloading its cargo
TID: 0077fdfbf97f0000, SID: 51, DID: 1, CID: 0, time stamp: 123238, AID: 1, The ship requested permission to dock
TID: 0077fdfbf97f0000, SID: 51, DID: 1, CID: 0, time stamp: 123244, AID: 2, The ship docked
TID: 0077fdfbf97f0000, SID: 51, DID: 1, CID: 0, time stamp: 123247, AID: 5, The ship requested permission to load cargo from the dock
TID: 0077fe03fa7f0000, SID: 35, DID: 4, CID: 0, time stamp: 123270, AID: 7, The ship leaved the dock
TID: 0097fe04fa7f0000, SID: 33, DID: 4, CID: 274, time stamp: 123349, AID: 4, The ship unloading its cargo
TID: 0097fdfcf97f0000, SID: 49, DID: 0, CID: 0, time stamp: 123649, AID: 1, The ship requested permission to dock
TID: 0097fdfcf97f0000, SID: 49, DID: 0, CID: 0, time stamp: 123655, AID: 2, The ship docked
TID: 0097fdfcf97f0000, SID: 49, DID: 0, CID: 0, time stamp: 123658, AID: 3, The ship requested permission to unload its cargo
TID: 0097fdfcf97f0000, SID: 49, DID: 0, CID: 2, time stamp: 123661, AID: 4, The ship unloading its cargo
TID: 00f7fae7f97f0000, SID: 91, DID: 0, CID: 717, time stamp: 123770, AID: 4, The ship unloading its cargo
TID: 00e77e07fa7f0000, SID: 28, DID: 1, CID: 208, time stamp: 123798, AID: 4, The ship unloading its cargo
TID: 0037ff09fa7f0000, SID: 23, DID: 0, CID: 710, time stamp: 123951, AID: 4, The ship unloading its cargo
TID: 0057fbeaf97f0000, SID: 85, DID: 0, CID: 0, time stamp: 123995, AID: 8, The ship destroyed
TID: 00e77ae7f97f0000, SID: 92, DID: 2, CID: 758, time stamp: 124143, AID: 4, The ship unloading its cargo
TID: 00677f0bfa7f0000, SID: 20, DID: 2, CID: 928, time stamp: 124171, AID: 4, The ship unloading its cargo
TID: 00877cf4f97f0000, SID: 66, DID: 4, CID: 224, time stamp: 124187, AID: 4, The ship unloading its cargo
TID: 00478a17fa7f0000, SID: 5, DID: 3, CID: 0, time stamp: 124199, AID: 1, The ship requested permission to dock
TID: 00478a17fa7f0000, SID: 5, DID: 3, CID: 0, time stamp: 124205, AID: 2, The ship docked
TID: 00478a17fa7f0000, SID: 5, DID: 3, CID: 0, time stamp: 124208, AID: 5, The ship requested permission to load cargo from the dock
TID: 00478a17fa7f0000, SID: 5, DID: 3, CID: 0, time stamp: 124248, AID: 7, The ship leaved the dock
TID: 00677dfbf97f0000, SID: 52, DID: 4, CID: 487, time stamp: 124389, AID: 4, The ship unloading its cargo
TID: 00d7fdfef97f0000, SID: 45, DID: 4, CID: 536, time stamp: 124532, AID: 4, The ship unloading its cargo
TID: 0057fe02fa7f0000, SID: 37, DID: 0, CID: 434, time stamp: 124541, AID: 4, The ship unloading its cargo
TID: 00370a17fa7f0000, SID: 6, DID: 1, CID: 0, time stamp: 124562, AID: 5, The ship requested permission to load cargo from the dock
TID: 0017fbe8f97f0000, SID: 89, DID: 4, CID: 646, time stamp: 124678, AID: 4, The ship unloading its cargo
TID: 00d7fe06fa7f0000, SID: 29, DID: 2, CID: 0, time stamp: 125170, AID: 5, The ship requested permission to load cargo from the dock
TID: 00e77cf7f97f0000, SID: 60, DID: 2, CID: 0, time stamp: 125349, AID: 1, The ship requested permission to dock
TID: 00e77cf7f97f0000, SID: 60, DID: 2, CID: 0, time stamp: 125356, AID: 2, The ship docked
TID: 00e77cf7f97f0000, SID: 60, DID: 2, CID: 0, time stamp: 125359, AID: 3, The ship requested permission to unload its cargo
TID: 00e77cf7f97f0000, SID: 60, DID: 2, CID: 146, time stamp: 125362, AID: 4, The ship unloading its cargo
TID: 0097fe04fa7f0000, SID: 33, DID: 4, CID: 562, time stamp: 125420, AID: 4, The ship unloading its cargo
TID: 00b7fae5f97f0000, SID: 95, DID: 0, CID: 0, time stamp: 125610, AID: 1, The ship requested permission to dock
TID: 00b7fae5f97f0000, SID: 95, DID: 0, CID: 0, time stamp: 125617, AID: 2, The ship docked
TID: 00b7fae5f97f0000, SID: 95, DID: 0, CID: 0, time stamp: 125620, AID: 3, The ship requested permission to unload its cargo
TID: 00b7fae5f97f0000, SID: 95, DID: 0, CID: 27, time stamp: 125628, AID: 4, The ship unloading its cargo
TID: 00a77dfdf97f0000, SID: 48, DID: 2, CID: 0, time stamp: 125620, AID: 7, The ship leaved the dock
TID: 0097fdfcf97f0000, SID: 49, DID: 0, CID: 89, time stamp: 125723, AID: 4, The ship unloading its cargo
TID: 00f7fae7f97f0000, SID: 91, DID: 0, CID: 733, time stamp: 125839, AID: 4, The ship unloading its cargo
TID: 00e77e07fa7f0000, SID: 28, DID: 1, CID: 294, time stamp: 125867, AID: 4, The ship unloading its cargo
TID: 0037ff09fa7f0000, SID: 23, DID: 0, CID: 788, time stamp: 126012, AID: 4, The ship unloading its cargo
TID: 00e77ae7f97f0000, SID: 92, DID: 2, CID: 797, time stamp: 126211, AID: 4, The ship unloading its cargo
TID: 00677f0bfa7f0000, SID: 20, DID: 0, CID: 0, time stamp: 126240, AID: 8, The ship destroyed
TID: 00877cf4f97f0000, SID: 66, DID: 4, CID: 334, time stamp: 126253, AID: 4, The ship unloading its cargo
TID: 00f7ff0ffa7f0000, SID: 4, DID: 2, CID: 0, time stamp: 126242, AID: 1, The ship requested permission to dock
TID: 00f7ff0ffa7f0000, SID: 4, DID: 2, CID: 0, time stamp: 126281, AID: 2, The ship docked
TID: 00f7ff0ffa7f0000, SID: 4, DID: 2, CID: 0, time stamp: 126287, AID: 3, The ship requested permission to unload its cargo
TID: 00f7ff0ffa7f0000, SID: 4, DID: 2, CID: 13, time stamp: 126290, AID: 4, The ship unloading its cargo
TID: 00677dfbf97f0000, SID: 52, DID: 4, CID: 0, time stamp: 126455, AID: 5, The ship requested permission to load cargo from the dock
TID: 0037fbe9f97f0000, SID: 87, DID: 1, CID: 0, time stamp: 126504, AID: 1, The ship requested permission to dock
TID: 0037fbe9f97f0000, SID: 87, DID: 1, CID: 0, time stamp: 126510, AID: 2, The ship docked
TID: 0037fbe9f97f0000, SID: 87, DID: 1, CID: 0, time stamp: 126513, AID: 3, The ship requested permission to unload its cargo
TID: 0037fbe9f97f0000, SID: 87, DID: 1, CID: 63, time stamp: 126516, AID: 4, The ship unloading its cargo
TID: 00d7fdfef97f0000, SID: 45, DID: 4, CID: 774, time stamp: 126596, AID: 4, The ship unloading its cargo
TID: 0057fe02fa7f0000, SID: 37, DID: 0, CID: 588, time stamp: 126609, AID: 4, The ship unloading its cargo
TID: 0017fbe8f97f0000, SID: 89, DID: 4, CID: 765, time stamp: 126747, AID: 4, The ship unloading its cargo
TID: 0057fcf2f97f0000, SID: 69, DID: 4, CID: 0, time stamp: 127281, AID: 7, The ship leaved the dock
