TID: 0067f23f1a7f0000, SID: 28, DID: 0, CID: 0, time stamp: 72, AID: 0, The ship created
TID: 00b7fa0d1a7f0000, SID: 50, DID: 4, CID: 0, time stamp: 95129, AID: 5, The ship requested permission to load cargo from the dock
TID: 00b7fa0d1a7f0000, SID: 50, DID: 4, CID: 0, time stamp: 95132, AID: 7, The ship leaved the dock
TID: 00277b111a7f0000, SID: 1, DID: 3, CID: 0, time stamp: 95342, AID: 7, The ship leaved the dock
TID: 00477e2a1a7f0000, SID: 41, DID: 3, CID: 0, time stamp: 95627, AID: 7, The ship leaved the dock
TID: 00e77d271a7f0000, SID: 63, DID: 1, CID: 474, time stamp: 95919, AID: 4, The ship unloading its cargo
TID: 00a77a0d1a7f0000, SID: 21, DID: 1, CID: 0, time stamp: 96118, AID: 1, The ship requested permission to dock
TID: 00a77a0d1a7f0000, SID: 21, DID: 1, CID: 0, time stamp: 96126, AID: 2, The ship docked
TID: 00a77a0d1a7f0000, SID: 21, DID: 1, CID: 0, time stamp: 96130, AID: 5, The ship requested permission to load cargo from the dock
TID: 00a77a0d1a7f0000, SID: 21, DID: 1, CID: 0, time stamp: 96134, AID: 7, The ship leaved the dock
TID: 00077c181a7f0000, SID: 46, DID: 2, CID: 0, time stamp: 96264, AID: 1, The ship requested permission to dock
TID: 00077c181a7f0000, SID: 46, DID: 2, CID: 0, time stamp: 96267, AID: 2, The ship docked
TID: 00077c181a7f0000, SID: 46, DID: 2, CID: 0, time stamp: 96270, AID: 3, The ship requested permission to unload its cargo
TID: 00077c181a7f0000, SID: 46, DID: 2, CID: 980, time stamp: 96274, AID: 4, The ship unloading its cargo
TID: 0077fb131a7f0000, SID: 81, DID: 3, CID: 0, time stamp: 96473, AID: 7, The ship leaved the dock
TID: 00877c1c1a7f0000, SID: 61, DID: 3, CID: 0, time stamp: 96865, AID: 7, The ship leaved the dock
TID: 00a77f351a7f0000, SID: 73, DID: 2, CID: 0, time stamp: 96951, AID: 5, The ship requested permission to load cargo from the dock
TID: 00a77f351a7f0000, SID: 73, DID: 2, CID: 0, time stamp: 96959, AID: 7, The ship leaved the dock
TID: 00d7ff361a7f0000, SID: 92, DID: 2, CID: 29, time stamp: 96979, AID: 4, The ship unloading its cargo
TID: 00277c191a7f0000, SID: 54, DID: 3, CID: 0, time stamp: 96986, AID: 7, The ship leaved the dock
TID: 0037fc191a7f0000, SID: 99, DID: 3, CID: 0, time stamp: 97006, AID: 7, The ship leaved the dock
TID: 00c77e2e1a7f0000, SID: 20, DID: 2, CID: 128, time stamp: 97011, AID: 4, The ship unloading its cargo
TID: 00677f331a7f0000, SID: 48, DID: 2, CID: 30, time stamp: 97044, AID: 4, The ship unloading its cargo
TID: 0097fa0c1a7f0000, SID: 68, DID: 1, CID: 0, time stamp: 97082, AID: 1, The ship requested permission to dock
TID: 0097fa0c1a7f0000, SID: 68, DID: 1, CID: 0, time stamp: 97087, AID: 2, The ship docked
TID: 0097fa0c1a7f0000, SID: 68, DID: 1, CID: 0, time stamp: 97091, AID: 5, The ship requested permission to load cargo from the dock
TID: 0097fa0c1a7f0000, SID: 68, DID: 1, CID: 0, time stamp: 97094, AID: 7, The ship leaved the dock
TID: 00877d241a7f0000, SID: 91, DID: 3, CID: 0, time stamp: 97262, AID: 7, The ship leaved the dock
TID: 00c77b161a7f0000, SID: 30, DID: 3, CID: 0, time stamp: 97658, AID: 7, The ship leaved the dock
TID: 00f7fe2f1a7f0000, SID: 18, DID: 3, CID: 140, time stamp: 97700, AID: 4, The ship unloading its cargo
TID: 0017fd201a7f0000, SID: 9, DID: 3, CID: 552, time stamp: 97710, AID: 4, The ship unloading its cargo
TID: 00b7ff351a7f0000, SID: 64, DID: 3, CID: 10, time stamp: 97751, AID: 4, The ship unloading its cargo
TID: 0077ff331a7f0000, SID: 49, DID: 3, CID: 403, time stamp: 97786, AID: 4, The ship unloading its cargo
TID: 00e77d271a7f0000, SID: 63, DID: 1, CID: 572, time stamp: 97979, AID: 4, The ship unloading its cargo
TID: 00877a0c1a7f0000, SID: 2, DID: 3, CID: 0, time stamp: 98081, AID: 1, The ship requested permission to dock
TID: 00877a0c1a7f0000, SID: 2, DID: 3, CID: 0, time stamp: 98086, AID: 2, The ship docked
TID: 00877a0c1a7f0000, SID: 2, DID: 3, CID: 0, time stamp: 98092, AID: 5, The ship requested permission to load cargo from the dock
TID: 00877a0c1a7f0000, SID: 2, DID: 3, CID: 0, time stamp: 98097, AID: 7, The ship leaved the dock
TID: 00677a0b1a7f0000, SID: 86, DID: 2, CID: 0, time stamp: 98105, AID: 1, The ship requested permission to dock
TID: 00677a0b1a7f0000, SID: 86, DID: 2, CID: 0, time stamp: 98110, AID: 2, The ship docked
TID: 00677a0b1a7f0000, SID: 86, DID: 2, CID: 0, time stamp: 98114, AID: 5, The ship requested permission to load cargo from the dock
TID: 00677a0b1a7f0000, SID: 86, DID: 2, CID: 0, time stamp: 98117, AID: 7, The ship leaved the dock
TID: 0077fa0b1a7f0000, SID: 51, DID: 0, CID: 0, time stamp: 98138, AID: 1, The ship requested permission to dock
TID: 0077fa0b1a7f0000, SID: 51, DID: 0, CID: 0, time stamp: 98142, AID: 2, The ship docked
TID: 0077fa0b1a7f0000, SID: 51, DID: 0, CID: 0, time stamp: 98144, AID: 5, The ship requested permission to load cargo from the dock
TID: 0077fa0b1a7f0000, SID: 51, DID: 0, CID: 0, time stamp: 98147, AID: 7, The ship leaved the dock
TID: 00077c181a7f0000, SID: 46, DID: 2, CID: 0, time stamp: 98332, AID: 5, The ship requested permission to load cargo from the dock
TID: 00077c181a7f0000, SID: 46, DID: 2, CID: 0, time stamp: 98335, AID: 7, The ship leaved the dock
TID: 00477f321a7f0000, SID: 74, DID: 1, CID: 0, time stamp: 98430, AID: 1, The ship requested permission to dock
TID: 00477f321a7f0000, SID: 74, DID: 1, CID: 0, time stamp: 98433, AID: 2, The ship docked
TID: 00477f321a7f0000, SID: 74, DID: 1, CID: 0, time stamp: 98437, AID: 3, The ship requested permission to unload its cargo
TID: 00477f321a7f0000, SID: 74, DID: 1, CID: 76, time stamp: 98440, AID: 4, The ship unloading its cargo
TID: 0077fe2b1a7f0000, SID: 3, DID: 2, CID: 0, time stamp: 98697, AID: 1, The ship requested permission to dock
TID: 0077fe2b1a7f0000, SID: 3, DID: 2, CID: 0, time stamp: 98720, AID: 2, The ship docked
TID: 0077fe2b1a7f0000, SID: 3, DID: 2, CID: 0, time stamp: 98724, AID: 3, The ship requested permission to unload its cargo
TID: 0077fe2b1a7f0000, SID: 3, DID: 2, CID: 148, time stamp: 98727, AID: 4, The ship unloading its cargo
TID: 00d7ff361a7f0000, SID: 92, DID: 2, CID: 72, time stamp: 99055, AID: 4, The ship unloading its cargo
TID: 0057fa0a1a7f0000, SID: 7, DID: 3, CID: 0, time stamp: 99061, AID: 1, The ship requested permission to dock
TID: 0057fa0a1a7f0000, SID: 7, DID: 3, CID: 0, time stamp: 99066, AID: 2, The ship docked
TID: 00477a0a1a7f0000, SID: 56, DID: 2, CID: 0, time stamp: 99070, AID: 1, The ship requested permission to dock
TID: 00477a0a1a7f0000, SID: 56, DID: 2, CID: 0, time stamp: 99079, AID: 2, The ship docked
TID: 0057fa0a1a7f0000, SID: 7, DID: 3, CID: 0, time stamp: 99073, AID: 5, The ship requested permission to load cargo from the dock
TID: 0057fa0a1a7f0000, SID: 7, DID: 3, CID: 0, time stamp: 99089, AID: 7, The ship leaved the dock
TID: 00c77e2e1a7f0000, SID: 20, DID: 2, CID: 211, time stamp: 99093, AID: 4, The ship unloading its cargo
TID: 00477a0a1a7f0000, SID: 56, DID: 2, CID: 0, time stamp: 99083, AID: 5, The ship requested permission to load cargo from the dock
TID: 00477a0a1a7f0000, SID: 56, DID: 2, CID: 0, time stamp: 99106, AID: 7, The ship leaved the dock
TID: 00677f331a7f0000, SID: 48, DID: 2, CID: 57, time stamp: 99134, AID: 4, The ship unloading its cargo
TID: 0037fb111a7f0000, SID: 34, DID: 3, CID: 0, time stamp: 99136, AID: 1, The ship requested permission to dock
TID: 0037fb111a7f0000, SID: 34, DID: 3, CID: 0, time stamp: 99154, AID: 2, The ship docked
TID: 0037fb111a7f0000, SID: 34, DID: 3, CID: 0, time stamp: 99157, AID: 5, The ship requested permission to load cargo from the dock
TID: 0037fb111a7f0000, SID: 34, DID: 3, CID: 0, time stamp: 99159, AID: 7, The ship leaved the dock
TID: 00877b141a7f0000, SID: 76, DID: 3, CID: 0, time stamp: 99335, AID: 1, The ship requested permission to dock
TID: 00877b141a7f0000, SID: 76, DID: 3, CID: 0, time stamp: 99339, AID: 2, The ship docked
TID: 00877b141a7f0000, SID: 76, DID: 3, CID: 0, time stamp: 99342, AID: 3, The ship requested permission to unload its cargo
TID: 00877b141a7f0000, SID: 76, DID: 3, CID: 833, time stamp: 99346, AID: 4, The ship unloading its cargo
TID: 0017fd201a7f0000, SID: 9, DID: 3, CID: 616, time stamp: 99790, AID: 4, The ship unloading its cargo
TID: 00f7fe2f1a7f0000, SID: 18, DID: 3, CID: 176, time stamp: 99795, AID: 4, The ship unloading its cargo
TID: 00b7ff351a7f0000, SID: 64, DID: 3, CID: 23, time stamp: 99824, AID: 4, The ship unloading its cargo
TID: 0077ff331a7f0000, SID: 49, DID: 3, CID: 566, time stamp: 99880, AID: 4, The ship unloading its cargo
TID: 00e77d271a7f0000, SID: 63, DID: 1, CID: 619, time stamp: 100036, AID: 4, The ship unloading its cargo
TID: 0037fa091a7f0000, SID: 88, DID: 4, CID: 0, time stamp: 100058, AID: 1, The ship requested permission to dock
TID: 0037fa091a7f0000, SID: 88, DID: 4, CID: 0, time stamp: 100061, AID: 2, The ship docked
TID: 0037fa091a7f0000, SID: 88, DID: 4, CID: 0, time stamp: 100064, AID: 5, The ship requested permission to load cargo from the dock
TID: 0037fa091a7f0000, SID: 88, DID: 4, CID: 0, time stamp: 100067, AID: 7, The ship leaved the dock
TID: 00477f321a7f0000, SID: 74, DID: 1, CID: 165, time stamp: 100514, AID: 4, The ship unloading its cargo
TID: 0077fe2b1a7f0000, SID: 3, DID: 2, CID: 225, time stamp: 100818, AID: 4, The ship unloading its cargo
TID: 00f7ff371a7f0000, SID: 33, DID: 1, CID: 0, time stamp: 100852, AID: 1, The ship requested permission to dock
TID: 00f7ff371a7f0000, SID: 33, DID: 1, CID: 0, time stamp: 100856, AID: 2, The ship docked
TID: 00f7ff371a7f0000, SID: 33, DID: 1, CID: 0, time stamp: 100859, AID: 3, The ship requested permission to unload its cargo
TID: 00f7ff371a7f0000, SID: 33, DID: 1, CID: 7, time stamp: 100862, AID: 4, The ship unloading its cargo
TID: 00d7ff361a7f0000, SID: 92, DID: 2, CID: 79, time stamp: 101119, AID: 4, The ship unloading its cargo
TID: 00c77e2e1a7f0000, SID: 20, DID: 2, CID: 260, time stamp: 101187, AID: 4, The ship unloading its cargo
TID: 00677f331a7f0000, SID: 48, DID: 2, CID: 874, time stamp: 101228, AID: 4, The ship unloading its cargo
TID: 00677c1b1a7f0000, SID: 79, DID: 4, CID: 0, time stamp: 101387, AID: 1, The ship requested permission to dock
TID: 00677c1b1a7f0000, SID: 79, DID: 4, CID: 0, time stamp: 101391, AID: 2, The ship docked
TID: 00677c1b1a7f0000, SID: 79, DID: 4, CID: 0, time stamp: 101395, AID: 3, The ship requested permission to unload its cargo
TID: 00677c1b1a7f0000, SID: 79, DID: 4, CID: 775, time stamp: 101398, AID: 4, The ship unloading its cargo
TID: 00877b141a7f0000, SID: 76, DID: 3, CID: 881, time stamp: 101440, AID: 4, The ship unloading its cargo
TID: 00f7fe2f1a7f0000, SID: 18, DID: 3, CID: 222, time stamp: 101877, AID: 4, The ship unloading its cargo
TID: 0017fd201a7f0000, SID: 9, DID: 3, CID: 653, time stamp: 101885, AID: 4, The ship unloading its cargo
TID: 00b7ff351a7f0000, SID: 64, DID: 3, CID: 40, time stamp: 101900, AID: 4, The ship unloading its cargo
TID: 0077ff331a7f0000, SID: 49, DID: 3, CID: 673, time stamp: 101972, AID: 4, The ship unloading its cargo
TID: 00e77d271a7f0000, SID: 63, DID: 1, CID: 713, time stamp: 102091, AID: 4, The ship unloading its cargo
TID: 0097fe2c1a7f0000, SID: 36, DID: 0, CID: 0, time stamp: 102223, AID: 1, The ship requested permission to dock
TID: 0097fe2c1a7f0000, SID: 36, DID: 0, CID: 0, time stamp: 102227, AID: 2, The ship docked
TID: 0097fe2c1a7f0000, SID: 36, DID: 0, CID: 0, time stamp: 102230, AID: 3, The ship requested permission to unload its cargo
TID: 0097fe2c1a7f0000, SID: 36, DID: 0, CID: 257, time stamp: 102234, AID: 4, The ship unloading its cargo
TID: 00477f321a7f0000, SID: 74, DID: 1, CID: 258, time stamp: 102587, AID: 4, The ship unloading its cargo
TID: 0077fe2b1a7f0000, SID: 3, DID: 2, CID: 277, time stamp: 102914, AID: 4, The ship unloading its cargo
TID: 00f7ff371a7f0000, SID: 33, DID: 1, CID: 31, time stamp: 102920, AID: 4, The ship unloading its cargo
TID: 00d7ff361a7f0000, SID: 92, DID: 2, CID: 81, time stamp: 103199, AID: 4, The ship unloading its cargo
TID: 00c77e2e1a7f0000, SID: 20, DID: 2, CID: 308, time stamp: 103246, AID: 4, The ship unloading its cargo
TID: 00677f331a7f0000, SID: 48, DID: 2, CID: 951, time stamp: 103320, AID: 4, The ship unloading its cargo
TID: 00677c1b1a7f0000, SID: 79, DID: 4, CID: 897, time stamp: 103455, AID: 4, The ship unloading its cargo
TID: 00877b141a7f0000, SID: 76, DID: 3, CID: 953, time stamp: 103535, AID: 4, The ship unloading its cargo
TID: 00f7fe2f1a7f0000, SID: 18, DID: 3, CID: 243, time stamp: 103951, AID: 4, The ship unloading its cargo
TID: 00b7ff351a7f0000, SID: 64, DID: 3, CID: 66, time stamp: 103979, AID: 4, The ship unloading its cargo
TID: 0017fd201a7f0000, SID: 9, DID: 3, CID: 700, time stamp: 103986, AID: 4, The ship unloading its cargo
TID: 0077ff331a7f0000, SID: 49, DID: 3, CID: 847, time stamp: 104069, AID: 4, The ship unloading its cargo
TID: 00e77d271a7f0000, SID: 63, DID: 1, CID: 800, time stamp: 104148, AID: 4, The ship unloading its cargo
TID: 0097fe2c1a7f0000, SID: 36, DID: 0, CID: 396, time stamp: 104290, AID: 4, The ship unloading its cargo
TID: 00077d201a7f0000, SID: 39, DID: 4, CID: 0, time stamp: 104543, AID: 1, The ship requested permission to dock
TID: 00077d201a7f0000, SID: 39, DID: 4, CID: 0, time stamp: 104551, AID: 2, The ship docked
TID: 00077d201a7f0000, SID: 39, DID: 4, CID: 0, time stamp: 104555, AID: 3, The ship requested permission to unload its cargo
TID: 00077d201a7f0000, SID: 39, DID: 4, CID: 561, time stamp: 104558, AID: 4, The ship unloading its cargo
TID: 00477f321a7f0000, SID: 74, DID: 1, CID: 302, time stamp: 104661, AID: 4, The ship unloading its cargo
TID: 00f7ff371a7f0000, SID: 33, DID: 1, CID: 380, time stamp: 104977, AID: 4, The ship unloading its cargo
TID: 0077fe2b1a7f0000, SID: 3, DID: 2, CID: 328, time stamp: 105009, AID: 4, The ship unloading its cargo
TID: 00d7ff361a7f0000, SID: 92, DID: 2, CID: 88, time stamp: 105263, AID: 4, The ship unloading its cargo
TID: 00277f311a7f0000, SID: 15, DID: 0, CID: 0, time stamp: 105268, AID: 1, The ship requested permission to dock
TID: 00277f311a7f0000, SID: 15, DID: 0, CID: 0, time stamp: 105305, AID: 2, The ship docked
TID: 00277f311a7f0000, SID: 15, DID: 0, CID: 0, time stamp: 105310, AID: 3, The ship requested permission to unload its cargo
TID: 00277f311a7f0000, SID: 15, DID: 0, CID: 39, time stamp: 105313, AID: 4, The ship unloading its cargo
TID: 00c77e2e1a7f0000, SID: 20, DID: 2, CID: 358, time stamp: 105339, AID: 4, The ship unloading its cargo
TID: 00677f331a7f0000, SID: 48, DID: 2, CID: 0, time stamp: 105377, AID: 5, The ship requested permission to load cargo from the dock
TID: 00677f331a7f0000, SID: 48, DID: 2, CID: 0, time stamp: 105381, AID: 7, The ship leaved the dock
TID: 00677c1b1a7f0000, SID: 79, DID: 4, CID: 955, time stamp: 105512, AID: 4, The ship unloading its cargo
TID: 00877b141a7f0000, SID: 76, DID: 0, CID: 0, time stamp: 105629, AID: 8, The ship destroyed
TID: 00f7fe2f1a7f0000, SID: 18, DID: 3, CID: 326, time stamp: 106025, AID: 4, The ship unloading its cargo
TID: 00b7ff351a7f0000, SID: 64, DID: 3, CID: 192, time stamp: 106039, AID: 4, The ship unloading its cargo
TID: 0017fd201a7f0000, SID: 9, DID: 3, CID: 840, time stamp: 106078, AID: 4, The ship unloading its cargo
TID: 0077ff331a7f0000, SID: 49, DID: 3, CID: 888, time stamp: 106160, AID: 4, The ship unloading its cargo
TID: 00e77d271a7f0000, SID: 63, DID: 1, CID: 910, time stamp: 106204, AID: 4, The ship unloading its cargo
TID: 0017fc181a7f0000, SID: 35, DID: 4, CID: 0, time stamp: 106273, AID: 1, The ship requested permission to dock
TID: 0017fc181a7f0000, SID: 35, DID: 4, CID: 0, time stamp: 106277, AID: 2, The ship docked
TID: 0017fc181a7f0000, SID: 35, DID: 4, CID: 0, time stamp: 106281, AID: 3, The ship requested permission to unload its cargo
TID: 0017fc181a7f0000, SID: 35, DID: 4, CID: 985, time stamp: 106284, AID: 4, The ship unloading its cargo
TID: 0097fe2c1a7f0000, SID: 36, DID: 0, CID: 0, time stamp: 106346, AID: 5, The ship requested permission to load cargo from the dock
TID: 0097fe2c1a7f0000, SID: 36, DID: 0, CID: 0, time stamp: 106350, AID: 7, The ship leaved the dock
TID: 00077d201a7f0000, SID: 39, DID: 4, CID: 0, time stamp: 106651, AID: 5, The ship requested permission to load cargo from the dock
TID: 00077d201a7f0000, SID: 39, DID: 4, CID: 0, time stamp: 106659, AID: 7, The ship leaved the dock
TID: 00477f321a7f0000, SID: 74, DID: 1, CID: 348, time stamp: 106732, AID: 4, The ship unloading its cargo
TID: 00f7ff371a7f0000, SID: 33, DID: 1, CID: 742, time stamp: 107034, AID: 4, The ship unloading its cargo
TID: 0077fe2b1a7f0000, SID: 3, DID: 2, CID: 381, time stamp: 107103, AID: 4, The ship unloading its cargo
TID: 00d7ff361a7f0000, SID: 92, DID: 2, CID: 110, time stamp: 107327, AID: 4, The ship unloading its cargo
TID: 00277f311a7f0000, SID: 15, DID: 0, CID: 410, time stamp: 107407, AID: 4, The ship unloading its cargo
TID: 00c77e2e1a7f0000, SID: 20, DID: 2, CID: 418, time stamp: 107432, AID: 4, The ship unloading its cargo
TID: 00677c1b1a7f0000, SID: 79, DID: 0, CID: 0, time stamp: 107568, AID: 8, The ship destroyed
TID: 0037fd211a7f0000, SID: 40, DID: 4, CID: 0, time stamp: 107618, AID: 1, The ship requested permission to dock
TID: 0037fd211a7f0000, SID: 40, DID: 4, CID: 0, time stamp: 107623, AID: 2, The ship docked
TID: 0037fd211a7f0000, SID: 40, DID: 4, CID: 0, time stamp: 107627, AID: 3, The ship requested permission to unload its cargo
TID: 0037fd211a7f0000, SID: 40, DID: 4, CID: 413, time stamp: 107630, AID: 4, The ship unloading its cargo
TID: 00f7fe2f1a7f0000, SID: 18, DID: 0, CID: 0, time stamp: 108100, AID: 8, The ship destroyed
TID: 00b7ff351a7f0000, SID: 64, DID: 3, CID: 215, time stamp: 108138, AID: 4, The ship unloading its cargo
TID: 0017fd201a7f0000, SID: 9, DID: 3, CID: 873, time stamp: 108152, AID: 4, The ship unloading its cargo
TID: 0077ff331a7f0000, SID: 49, DID: 3, CID: 959, time stamp: 108253, AID: 4, The ship unloading its cargo
TID: 00e77d271a7f0000, SID: 63, DID: 0, CID: 0, time stamp: 108260, AID: 8, The ship destroyed
TID: 00b7fe2d1a7f0000, SID: 53, DID: 2, CID: 0, time stamp: 108253, AID: 1, The ship requested permission to dock
TID: 00b7fe2d1a7f0000, SID: 53, DID: 2, CID: 0, time stamp: 108296, AID: 2, The ship docked
TID: 0097fd241a7f0000, SID: 42, DID: 0, CID: 0, time stamp: 108299, AID: 1, The ship requested permission to dock
TID: 0097fd241a7f0000, SID: 42, DID: 0, CID: 0, time stamp: 108307, AID: 2, The ship docked
TID: 00b7fe2d1a7f0000, SID: 53, DID: 2, CID: 0, time stamp: 108301, AID: 5, The ship requested permission to load cargo from the dock
TID: 00b7fe2d1a7f0000, SID: 53, DID: 2, CID: 0, time stamp: 108317, AID: 7, The ship leaved the dock
TID: 0097fd241a7f0000, SID: 42, DID: 0, CID: 0, time stamp: 108311, AID: 3, The ship requested permission to unload its cargo
TID: 0097fd241a7f0000, SID: 42, DID: 0, CID: 278, time stamp: 108324, AID: 4, The ship unloading its cargo
TID: 0017fc181a7f0000, SID: 35, DID: 4, CID: 0, time stamp: 108341, AID: 5, The ship requested permission to load cargo from the dock
TID: 0017fc181a7f0000, SID: 35, DID: 4, CID: 0, time stamp: 108345, AID: 7, The ship leaved the dock
TID: 00477f321a7f0000, SID: 74, DID: 1, CID: 402, time stamp: 108827, AID: 4, The ship unloading its cargo
TID: 00f7ff371a7f0000, SID: 33, DID: 1, CID: 791, time stamp: 109092, AID: 4, The ship unloading its cargo
TID: 0077fe2b1a7f0000, SID: 3, DID: 2, CID: 448, time stamp: 109199, AID: 4, The ship unloading its cargo
TID: 00d7ff361a7f0000, SID: 92, DID: 2, CID: 126, time stamp: 109391, AID: 4, The ship unloading its cargo
TID: 00277f311a7f0000, SID: 15, DID: 0, CID: 473, time stamp: 109497, AID: 4, The ship unloading its cargo
TID: 00c77e2e1a7f0000, SID: 20, DID: 2, CID: 500, time stamp: 109506, AID: 4, The ship unloading its cargo
TID: 0027f23d1a7f0000, SID: 37, DID: 0, CID: 0, time stamp: 109542, AID: 1, The ship requested permission to dock
TID: 0027f23d1a7f0000, SID: 37, DID: 0, CID: 0, time stamp: 109550, AID: 2, The ship docked
TID: 0027f23d1a7f0000, SID: 37, DID: 0, CID: 0, time stamp: 109555, AID: 3, The ship requested permission to unload its cargo
TID: 0027f23d1a7f0000, SID: 37, DID: 0, CID: 2, time stamp: 109559, AID: 4, The ship unloading its cargo
TID: 0037fd211a7f0000, SID: 40, DID: 4, CID: 537, time stamp: 109688, AID: 4, The ship unloading its cargo
TID: 00b7ff351a7f0000, SID: 64, DID: 3, CID: 392, time stamp: 110241, AID: 4, The ship unloading its cargo
TID: 0017fd201a7f0000, SID: 9, DID: 3, CID: 902, time stamp: 110247, AID: 4, The ship unloading its cargo
TID: 00f7fb171a7f0000, SID: 69, DID: 4, CID: 0, time stamp: 110266, AID: 1, The ship requested permission to dock
TID: 00f7fb171a7f0000, SID: 69, DID: 4, CID: 0, time stamp: 110274, AID: 2, The ship docked
TID: 00f7fb171a7f0000, SID: 69, DID: 4, CID: 0, time stamp: 110278, AID: 5, The ship requested permission to load cargo from the dock
TID: 00f7fb171a7f0000, SID: 69, DID: 4, CID: 0, time stamp: 110282, AID: 7, The ship leaved the dock
TID: 0077ff331a7f0000, SID: 49, DID: 3, CID: 0, time stamp: 110342, AID: 5, The ship requested permission to load cargo from the dock
TID: 0077ff331a7f0000, SID: 49, DID: 3, CID: 0, time stamp: 110350, AID: 7, The ship leaved the dock
TID: 0097fd241a7f0000, SID: 42, DID: 0, CID: 301, time stamp: 110388, AID: 4, The ship unloading its cargo
TID: 0097fc1c1a7f0000, SID: 24, DID: 2, CID: 0, time stamp: 110457, AID: 1, The ship requested permission to dock
TID: 0097fc1c1a7f0000, SID: 24, DID: 2, CID: 0, time stamp: 110461, AID: 2, The ship docked
TID: 0097fc1c1a7f0000, SID: 24, DID: 2, CID: 0, time stamp: 110465, AID: 3, The ship requested permission to unload its cargo
TID: 0097fc1c1a7f0000, SID: 24, DID: 2, CID: 846, time stamp: 110468, AID: 4, The ship unloading its cargo
TID: 00d7fb161a7f0000, SID: 71, DID: 4, CID: 0, time stamp: 110672, AID: 1, The ship requested permission to dock
TID: 00d7fb161a7f0000, SID: 71, DID: 4, CID: 0, time stamp: 110676, AID: 2, The ship docked
TID: 00d7fb161a7f0000, SID: 71, DID: 4, CID: 0, time stamp: 110679, AID: 3, The ship requested permission to unload its cargo
TID: 00d7fb161a7f0000, SID: 71, DID: 4, CID: 831, time stamp: 110702, AID: 4, The ship unloading its cargo
TID: 00477f321a7f0000, SID: 74, DID: 1, CID: 441, time stamp: 110922, AID: 4, The ship unloading its cargo
TID: 00f7ff371a7f0000, SID: 33, DID: 1, CID: 927, time stamp: 111149, AID: 4, The ship unloading its cargo
TID: 0077fe2b1a7f0000, SID: 3, DID: 2, CID: 507, time stamp: 111291, AID: 4, The ship unloading its cargo
TID: 0077ff331a7f0000, SID: 49, DID: 0, CID: 0, time stamp: 111444, AID: 1, The ship requested permission to dock
TID: 0077ff331a7f0000, SID: 49, DID: 0, CID: 0, time stamp: 111452, AID: 2, The ship docked
TID: 00d7ff361a7f0000, SID: 92, DID: 2, CID: 132, time stamp: 111454, AID: 4, The ship unloading its cargo
TID: 0077ff331a7f0000, SID: 49, DID: 0, CID: 0, time stamp: 111458, AID: 3, The ship requested permission to unload its cargo
TID: 0077ff331a7f0000, SID: 49, DID: 0, CID: 47, time stamp: 111471, AID: 4, The ship unloading its cargo
TID: 00277f311a7f0000, SID: 15, DID: 0, CID: 617, time stamp: 111553, AID: 4, The ship unloading its cargo
TID: 00c77e2e1a7f0000, SID: 20, DID: 2, CID: 545, time stamp: 111597, AID: 4, The ship unloading its cargo
TID: 0027f23d1a7f0000, SID: 37, DID: 0, CID: 68, time stamp: 111651, AID: 4, The ship unloading its cargo
TID: 0037fd211a7f0000, SID: 40, DID: 4, CID: 628, time stamp: 111746, AID: 4, The ship unloading its cargo
TID: 00b7ff351a7f0000, SID: 64, DID: 3, CID: 445, time stamp: 112342, AID: 4, The ship unloading its cargo
TID: 0017fd201a7f0000, SID: 9, DID: 0, CID: 0, time stamp: 112348, AID: 8, The ship destroyed
TID: 0097fd241a7f0000, SID: 42, DID: 0, CID: 313, time stamp: 112453, AID: 4, The ship unloading its cargo
TID: 0097fc1c1a7f0000, SID: 24, DID: 2, CID: 0, time stamp: 112561, AID: 5, The ship requested permission to load cargo from the dock
TID: 0097fc1c1a7f0000, SID: 24, DID: 2, CID: 0, time stamp: 112570, AID: 7, The ship leaved the dock
TID: 00d7fb161a7f0000, SID: 71, DID: 4, CID: 0, time stamp: 112760, AID: 5, The ship requested permission to load cargo from the dock
TID: 00d7fb161a7f0000, SID: 71, DID: 4, CID: 0, time stamp: 112764, AID: 7, The ship leaved the dock
TID: 0057fd221a7f0000, SID: 65, DID: 2, CID: 0, time stamp: 112825, AID: 1, The ship requested permission to dock
TID: 0057fd221a7f0000, SID: 65, DID: 2, CID: 0, time stamp: 112829, AID: 2, The ship docked
TID: 0057fd221a7f0000, SID: 65, DID: 2, CID: 0, time stamp: 112833, AID: 3, The ship requested permission to unload its cargo
TID: 0057fd221a7f0000, SID: 65, DID: 2, CID: 564, time stamp: 112836, AID: 4, The ship unloading its cargo
TID: 00477f321a7f0000, SID: 74, DID: 1, CID: 491, time stamp: 112980, AID: 4, The ship unloading its cargo
TID: 00f7ff371a7f0000, SID: 33, DID: 1, CID: 0, time stamp: 113207, AID: 5, The ship requested permission to load cargo from the dock
TID: 00f7ff371a7f0000, SID: 33, DID: 1, CID: 0, time stamp: 113211, AID: 7, The ship leaved the dock
TID: 0037fb111a7f0000, SID: 34, DID: 4, CID: 0, time stamp: 113236, AID: 1, The ship requested permission to dock
TID: 0037fb111a7f0000, SID: 34, DID: 4, CID: 0, time stamp: 113240, AID: 2, The ship docked
TID: 0037fb111a7f0000, SID: 34, DID: 4, CID: 0, time stamp: 113243, AID: 5, The ship requested permission to load cargo from the dock
